33475,9.75
32347,9.3906
33173,9.384
29848,9.3492
3431,9.3125
29915,9.3115
15743,9.3067
13502,9.3
34517,9.2817
25363,9.2813
36872,9.2727
1076,9.2045
33175,9.1667
12866,9.1395
17648,9.1395
29570,9.1132
2041,9.0882
35300,9.0874
27569,9.0563
2049,9.0328
23188,9.029
11259,9.0227
9577,9
2911,8.9859
18546,8.9846
6461,8.9787
10446,8.9468
18200,8.9204
23282,8.9091
27660,8.9091
31992,8.8931
14616,8.8876
8759,8.8793
16367,8.8571
269,8.8429
35247,8.8387
34891,8.8361
35738,8.8312
6552,8.8269
10200,8.8202
30360,8.8081
7393,8.7869
21406,8.7818
2578,8.7805
24639,8.7761
25421,8.75
12354,8.7467
25304,8.7403
11366,8.7333
26285,8.7195
17383,8.717
25939,8.7143
34351,8.6989
17815,8.6935
26468,8.6901
13726,8.68
6343,8.6154
33603,8.5955
15687,8.5849
23030,8.5802
15086,8.5778
8519,8.5556
4105,8.5179
1447,8.5125
16272,8.5091
28701,8.4384
10701,8.4364
14932,8.4242
27322,8.4237
25938,8.4194
18099,8.4177
14351,8.4035
32479,8.3929
30653,8.3804
24786,8.377
3456,8.3731
8035,8.3699
26325,8.3654
26681,8.3396
36957,8.3396
26197,8.3333
30964,8.3273
6111,8.3059
20635,8.3019
5227,8.3016
33500,8.2921
5292,8.2877
32916,8.2771
10546,8.25
5945,8.2456
29005,8.2456
23507,8.2308
2143,8.2222
34223,8.2143
6773,8.2
33298,8.1905
12454,8.1765
23949,8.1754
8394,8.1519
17389,8.1486
8549,8.1311
9893,8.1233
22976,8.1071
28688,8.1059
9607,8.0896
13886,8.0893
4228,8.0862
20620,8.0849
12669,8.0741
22850,8.0192
17445,8.0154
31978,8
17380,7.9867
2108,7.9863
33755,7.9861
8205,7.9839
27502,7.9808
31136,7.9718
6595,7.9706
9913,7.967
26884,7.9636
2623,7.962
15593,7.9524
24512,7.95
17463,7.9333
17152,7.931
17207,7.9286
3216,7.9245
10059,7.92
7597,7.9176
8216,7.9114
1289,7.9029
26804,7.9
23516,7.8889
21913,7.8851
26743,7.8632
25920,7.86
16845,7.8545
21304,7.85
17529,7.8472
5578,7.8447
33562,7.8425
17597,7.8393
15280,7.8205
36109,7.8171
22002,7.8154
12997,7.8085
34633,7.7966
18717,7.7792
31037,7.7761
21765,7.7701
16571,7.75
20941,7.75
33443,7.7377
26658,7.7358
15971,7.7342
18170,7.7167
24626,7.7101
22029,7.6991
20745,7.6909
19837,7.6897
30453,7.6852
2339,7.6571
21495,7.629
10514,7.625
17644,7.625
9420,7.6132
10685,7.6125
28199,7.561
7342,7.5472
3077,7.5435
28964,7.5435
6699,7.5256
4475,7.5143
24488,7.5125
30942,7.5088
33788,7.5
37065,7.4932
19798,7.4906
6446,7.4605
16345,7.4561
35486,7.4516
3841,7.4337
19426,7.4206
18389,7.4143
876,7.4054
15983,7.403
27132,7.4022
35390,7.3718
26621,7.3636
34090,7.3607
1397,7.3579
775,7.3538
12362,7.3485
30595,7.3429
32019,7.3412
34403,7.3396
30019,7.322
7759,7.3214
6821,7.3152
36723,7.3051
551,7.3
14101,7.3
6627,7.292
8013,7.2838
32578,7.2833
34930,7.2793
32308,7.2778
22254,7.2679
19478,7.2644
8156,7.2545
4605,7.2424
17936,7.2321
29805,7.2131
18615,7.2
30278,7.1852
10469,7.1765
1448,7.1579
11237,7.15
14532,7.1455
4762,7.1408
28213,7.1321
4735,7.1143
35100,7.1132
26951,7.1094
6314,7.1039
19725,7.1039
27562,7.0909
31076,7.0806
35391,7.0806
30755,7.0769
13367,7.0762
33546,7.075
34595,7.0746
17782,7.0727
2712,7.0685
12102,7.0602
7368,7.0462
33780,7.0423
7811,7.037
22813,7.0339
25500,7.0339
22341,7.0333
20255,7.0313
14785,7.0182
13782,7.0179
5128,7.0172
19907,7.013
16484,7
21099,7
3527,6.9701
29219,6.9692
14366,6.9643
33543,6.9636
21412,6.9481
23388,6.9474
19637,6.9434
30622,6.9423
24547,6.9242
15452,6.8947
24880,6.8704
37132,6.8406
7274,6.8333
23089,6.8333
3985,6.8269
7903,6.8254
2464,6.8163
7923,6.8108
17107,6.7719
29221,6.7627
23293,6.7586
16153,6.7576
28431,6.7541
18741,6.7312
14839,6.7241
16687,6.717
26491,6.7119
33266,6.6774
5488,6.6491
32674,6.6452
14020,6.6296
19332,6.5735
19127,6.5517
15917,6.5488
8496,6.537
30616,6.5158
36204,6.5063
30924,6.4909
25694,6.487
17149,6.4821
17645,6.4407
7086,6.434
366,6.3962
29046,6.3929
12305,6.3919
10488,6.3509
36855,6.3429
30087,6.3298
15469,6.322
32287,6.2459
25886,6.2386
35381,6.2319
3457,6.2241
36811,6.2143
3006,6.2
21459,6.1884
2442,6.1791
14734,6.1386
24479,6.0988
32337,6.0893
12,6.0769
7592,6.0282
29239,6.0179
11210,6
3680,5.9851
31971,5.9571
23833,5.9091
17082,5.9
18645,5.8667
19271,5.8571
27352,5.8421
19632,5.8276
13198,5.7414
11774,5.7308
26024,5.7286
25278,5.6622
3242,5.5962
17205,5.5932
31836,5.5797
30717,5.5758
25940,5.5
6405,5.4853
23336,5.3846
35293,5.1429
16169,5.0962
6263,5.0563
34602,4.96
21081,4.7667
31220,4.7647
27780,4.5152
11618,3.1053
